city,state_id,state_name,county_name,lat,lng,population
Park Ridge,NJ,New Jersey,Bergen,41.0353,-74.0422,8900.0
Morris Plains,NJ,New Jersey,Morris,40.8357,-74.4785,5593.0
Dover,NJ,New Jersey,Morris,40.8859,-74.5597,18252.0
Clifton,NJ,New Jersey,Passaic,40.8631,-74.1575,85845.0
Oakland,NJ,New Jersey,Bergen,41.0313,-74.2411,13130.0
Secaucus,NJ,New Jersey,Hudson,40.7809,-74.0662,19822.0
Sunland Park,NM,New Mexico,Doña Ana,31.8187,-106.5932,16544.0
Raton,NM,New Mexico,Colfax,36.8849,-104.4396,5807.0
Las Vegas,NM,New Mexico,San Miguel,35.6011,-105.2206,15077.0
Carlsbad,NM,New Mexico,Eddy,32.4064,-104.2385,33008.0
Clovis,NM,New Mexico,Curry,34.4375,-103.1924,43327.0
Aztec,NM,New Mexico,San Juan,36.8189,-107.9823,7452.0
Grants,NM,New Mexico,Cibola,35.1538,-107.8347,12305.0
Los Ranchos de Albuquerque,NM,New Mexico,Bernalillo,35.1629,-106.6483,6062.0
Anthony,NM,New Mexico,Doña Ana,32.0131,-106.5985,9330.0
Farmington,NM,New Mexico,San Juan,36.7559,-108.1827,48137.0
Rio Rancho,NM,New Mexico,Sandoval,35.2873,-106.6979,96028.0
Bernalillo,NM,New Mexico,Sandoval,35.3126,-106.5537,9202.0
Portales,NM,New Mexico,Roosevelt,34.1765,-103.3543,12310.0
Corrales,NM,New Mexico,Sandoval,35.2367,-106.6197,8586.0
Gallup,NM,New Mexico,McKinley,35.5178,-108.7473,24172.0
Los Lunas,NM,New Mexico,Valencia,34.8092,-106.7663,66411.0
Deming,NM,New Mexico,Luna,32.2632,-107.7514,14534.0
Truth or Consequences,NM,New Mexico,Sierra,33.1851,-107.2587,7365.0
Alamogordo,NM,New Mexico,Otero,32.8834,-105.9627,32782.0
Santa Fe,NM,New Mexico,Santa Fe,35.6619,-105.9818,110208.0
Belen,NM,New Mexico,Valencia,34.6804,-106.7875,7122.0
Hobbs,NM,New Mexico,Lea,32.7281,-103.1597,41021.0
Socorro,NM,New Mexico,Socorro,34.0544,-106.9064,8554.0
Bloomfield,NM,New Mexico,San Juan,36.7265,-107.9792,8645.0
Ruidoso,NM,New Mexico,Lincoln,33.364,-105.6443,9285.0
Albuquerque,NM,New Mexico,Bernalillo,35.1055,-106.6476,759517.0
Las Cruces,NM,New Mexico,Doña Ana,32.3265,-106.7893,134050.0
Lovington,NM,New Mexico,Lea,32.9457,-103.3504,12003.0
Taos,NM,New Mexico,Taos,36.3868,-105.5802,13799.0
Artesia,NM,New Mexico,Eddy,32.8479,-104.4277,13816.0
Silver City,NM,New Mexico,Grant,32.7783,-108.2699,12202.0
Española,NM,New Mexico,Rio Arriba,36.004,-106.0677,26195.0
Roswell,NM,New Mexico,Chaves,33.3729,-104.5294,49540.0
Burnet,TX,Texas,Burnet,30.7508,-98.2375,5765.0
Roma-Los Saenz,TX,Texas,Starr,26.4153,-99.006,10265.0
Hondo,TX,Texas,Medina,29.3532,-99.1621,6772.0
Frisco,TX,Texas,Collin,33.1551,-96.8219,163656.0
Onalaska,TX,Texas,Polk,30.8216,-95.1111,7173.0
Waco,TX,Texas,McLennan,31.5597,-97.1882,185680.0
Pampa,TX,Texas,Gray,35.5479,-100.965,17931.0
Sherman,TX,Texas,Grayson,33.6266,-96.6195,66791.0
Cedar Hill,TX,Texas,Dallas,32.5809,-96.9592,48343.0
Pasadena,TX,Texas,Harris,29.6583,-95.1498,153351.0
Woodway,TX,Texas,McLennan,31.4987,-97.2315,8835.0
Vernon,TX,Texas,Wilbarger,34.148,-99.3,10051.0
Crowley,TX,Texas,Tarrant,32.578,-97.3584,14969.0
Denver City,TX,Texas,Yoakum,32.968,-102.8319,5337.0
Bay City,TX,Texas,Matagorda,28.9816,-95.9603,18953.0
Irving,TX,Texas,Dallas,32.8584,-96.9702,238289.0
Coppell,TX,Texas,Dallas,32.9639,-96.9907,41360.0
Lucas,TX,Texas,Collin,33.095,-96.5792,7211.0
Marlin,TX,Texas,Falls,31.3085,-96.8934,5542.0
El Campo,TX,Texas,Wharton,29.1983,-96.2738,11885.0
Arlington,TX,Texas,Tarrant,32.6998,-97.1251,392772.0
Addison,TX,Texas,Dallas,32.9587,-96.8356,15368.0
Mexia,TX,Texas,Limestone,31.6809,-96.4833,6885.0
Pharr,TX,Texas,Hidalgo,26.1687,-98.1904,77320.0
Fort Worth,TX,Texas,Tarrant,32.7813,-97.3466,854113.0
White Oak,TX,Texas,Gregg,32.5313,-94.8564,6364.0
Floresville,TX,Texas,Wilson,29.1403,-98.1627,7053.0
Granbury,TX,Texas,Hood,32.448,-97.7681,34544.0
Nacogdoches,TX,Texas,Nacogdoches,31.6131,-94.6527,35525.0
Aubrey,TX,Texas,Denton,33.3029,-96.9843,5395.0
Gun Barrel City,TX,Texas,Henderson,32.3277,-96.1286,15762.0
Brenham,TX,Texas,Washington,30.1576,-96.3957,16951.0
Rosenberg,TX,Texas,Fort Bend,29.5402,-95.8158,36937.0
Vidor,TX,Texas,Orange,30.1291,-93.9967,10958.0
New Braunfels,TX,Texas,Comal,29.6995,-98.1152,73959.0
Alamo Heights,TX,Texas,Bexar,29.4828,-98.4681,8284.0
Angleton,TX,Texas,Brazoria,29.1689,-95.4288,19491.0
Lubbock,TX,Texas,Lubbock,33.5665,-101.8867,261076.0
Mathis,TX,Texas,San Patricio,28.0909,-97.817,5927.0
Galveston,TX,Texas,Galveston,29.2487,-94.891,46610.0
Levelland,TX,Texas,Hockley,33.5806,-102.3636,14104.0
Corpus Christi,TX,Texas,Nueces,27.7173,-97.3822,341570.0
Duncanville,TX,Texas,Dallas,32.646,-96.9127,39457.0
Anna,TX,Texas,Collin,33.3475,-96.5512,15554.0
Galena Park,TX,Texas,Harris,29.745,-95.2334,11067.0
Lewisville,TX,Texas,Denton,33.0453,-96.9823,104659.0
DeSoto,TX,Texas,Dallas,32.5992,-96.8634,52599.0
Port Lavaca,TX,Texas,Calhoun,28.6181,-96.6278,11963.0
Wichita Falls,TX,Texas,Wichita,33.9072,-98.5293,99596.0
Rockport,TX,Texas,Aransas,28.0351,-97.0663,19819.0
Sanger,TX,Texas,Denton,33.3736,-97.1697,6900.0
Watauga,TX,Texas,Tarrant,32.8718,-97.2515,24629.0
Willow Park,TX,Texas,Parker,32.755,-97.6501,5146.0
Mineola,TX,Texas,Wood,32.6461,-95.4774,5860.0
West University Place,TX,Texas,Harris,29.7157,-95.4321,15516.0
Kenedy,TX,Texas,Karnes,28.8176,-97.8518,6288.0
Lake Jackson,TX,Texas,Brazoria,29.052,-95.4518,76721.0
McAllen,TX,Texas,Hidalgo,26.2203,-98.2457,798187.0
Harker Heights,TX,Texas,Bell,31.0578,-97.6443,29757.0
Elgin,TX,Texas,Bastrop,30.3529,-97.3887,11510.0
Little Elm,TX,Texas,Denton,33.1792,-96.9284,42504.0
Kaufman,TX,Texas,Kaufman,32.5775,-96.3121,6714.0
Rhome,TX,Texas,Wise,33.0645,-97.4779,5830.0
Cleveland,TX,Texas,Liberty,30.3399,-95.0992,10546.0
Athens,TX,Texas,Henderson,32.2053,-95.8348,12266.0
Georgetown,TX,Texas,Williamson,30.6669,-97.694,67140.0
Rio Grande City,TX,Texas,Starr,26.3808,-98.8215,48516.0
Fairview,TX,Texas,Collin,33.1401,-96.6123,8354.0
Canyon,TX,Texas,Randall,34.9877,-101.9179,15294.0
San Angelo,TX,Texas,Tom Green,31.4424,-100.4503,100472.0
Freeport,TX,Texas,Brazoria,28.9428,-95.3622,12153.0
Belton,TX,Texas,Bell,31.0564,-97.4789,20873.0
Portland,TX,Texas,San Patricio,27.8858,-97.3201,16618.0
Sinton,TX,Texas,San Patricio,28.0402,-97.5147,6020.0
Lumberton,TX,Texas,Hardin,30.2562,-94.2071,12594.0
Alice,TX,Texas,Jim Wells,27.7556,-98.0653,21172.0
Alamo,TX,Texas,Hidalgo,26.1795,-98.1183,19220.0
Texarkana,TX,Texas,Bowie,33.4487,-94.0814,80888.0
Decatur,TX,Texas,Wise,33.2277,-97.5899,6503.0
San Marcos,TX,Texas,Hays,29.8766,-97.9311,72928.0
Perryton,TX,Texas,Ochiltree,36.3931,-100.7974,8868.0
Haltom City,TX,Texas,Tarrant,32.8176,-97.2707,44361.0
Cameron,TX,Texas,Milam,30.8607,-96.9769,5402.0
Boerne,TX,Texas,Kendall,29.7856,-98.7297,14719.0
La Feria,TX,Texas,Cameron,26.1544,-97.8255,7271.0
Pleasanton,TX,Texas,Atascosa,28.9636,-98.494,14503.0
Weatherford,TX,Texas,Parker,32.7547,-97.7665,41333.0
Melissa,TX,Texas,Collin,33.2896,-96.5554,8423.0
Hillsboro,TX,Texas,Hill,32.0092,-97.1151,8234.0
Waxahachie,TX,Texas,Ellis,32.4035,-96.8428,34345.0
Mission,TX,Texas,Hidalgo,26.204,-98.3251,83563.0
Dumas,TX,Texas,Moore,35.8613,-101.9642,15063.0
Keller,TX,Texas,Tarrant,32.9337,-97.2256,46646.0
Atlanta,TX,Texas,Cass,33.1136,-94.1672,5694.0
Rio Bravo,TX,Texas,Webb,27.3648,-99.482,7990.0
Uvalde,TX,Texas,Uvalde,29.2153,-99.7782,19026.0
Lampasas,TX,Texas,Lampasas,31.0659,-98.1831,7026.0
Hereford,TX,Texas,Deaf Smith,34.8232,-102.4001,15468.0
Fulshear,TX,Texas,Fort Bend,29.6931,-95.8792,7925.0
Orange,TX,Texas,Orange,30.1146,-93.7637,19418.0
Bellmead,TX,Texas,McLennan,31.6025,-97.0896,10306.0
Sunnyvale,TX,Texas,Dallas,32.7974,-96.5576,6194.0
Friendswood,TX,Texas,Galveston,29.5109,-95.198,39396.0
Azle,TX,Texas,Tarrant,32.8954,-97.5379,12064.0
Trophy Club,TX,Texas,Denton,33.0038,-97.1897,12166.0
Taylor,TX,Texas,Williamson,30.5743,-97.4233,16019.0
Roma,TX,Texas,Starr,26.4153,-99.006,10265.0
Carrollton,TX,Texas,Dallas,32.9885,-96.9001,133351.0
Lamesa,TX,Texas,Dawson,32.7333,-101.9542,11627.0
Yoakum,TX,Texas,DeWitt,29.2933,-97.1469,5820.0
McKinney,TX,Texas,Collin,33.1989,-96.6678,223422.0
Bowie,TX,Texas,Montague,33.5566,-97.844,5068.0
Kirby,TX,Texas,Bexar,29.4611,-98.3859,8640.0
Crystal City,TX,Texas,Zavala,28.691,-99.8257,7459.0
Forney,TX,Texas,Kaufman,32.7453,-96.4496,35281.0
Woodcreek,TX,Texas,Hays,30.0265,-98.1113,5463.0
Kyle,TX,Texas,Hays,30.0015,-97.8629,39060.0
Webster,TX,Texas,Harris,29.5317,-95.1188,11075.0
Terrell Hills,TX,Texas,Bexar,29.4771,-98.4471,5373.0
Deer Park,TX,Texas,Harris,29.6897,-95.1151,33782.0
Pecos,TX,Texas,Reeves,31.4046,-103.5057,12973.0
Snyder,TX,Texas,Scurry,32.7136,-100.9108,11938.0
Muleshoe,TX,Texas,Bailey,34.2292,-102.7284,5105.0
Devine,TX,Texas,Medina,29.1457,-98.9049,6366.0
Laredo,TX,Texas,Webb,27.5536,-99.489,256752.0
Euless,TX,Texas,Tarrant,32.8507,-97.0798,54769.0
Commerce,TX,Texas,Hunt,33.242,-95.8999,8685.0
Southlake,TX,Texas,Tarrant,32.9545,-97.1503,30991.0
Longview,TX,Texas,Gregg,32.5192,-94.7622,100852.0
Wharton,TX,Texas,Wharton,29.3138,-96.1044,8915.0
Post,TX,Texas,Garza,33.1911,-101.3814,5014.0
Port Isabel,TX,Texas,Cameron,26.0538,-97.2505,14991.0
Hurst,TX,Texas,Tarrant,32.8353,-97.1808,39160.0
Kingsville,TX,Texas,Kleberg,27.5095,-97.861,25870.0
Royse City,TX,Texas,Rockwall,32.9769,-96.3213,12093.0
Murphy,TX,Texas,Collin,33.0186,-96.6105,20482.0
Ingleside,TX,Texas,San Patricio,27.8709,-97.2072,18461.0
Pflugerville,TX,Texas,Travis,30.4544,-97.6053,59245.0
West Tawakoni,TX,Texas,Hunt,32.8975,-96.0234,8936.0
Farmers Branch,TX,Texas,Dallas,32.9272,-96.8804,34988.0
Del Rio,TX,Texas,Val Verde,29.3706,-100.8798,44414.0
Manvel,TX,Texas,Brazoria,29.4775,-95.3634,8939.0
Allen,TX,Texas,Collin,33.1087,-96.6735,99179.0
San Juan,TX,Texas,Hidalgo,26.1902,-98.1522,36663.0
Highland Village,TX,Texas,Denton,33.0897,-97.0615,16624.0
Seminole,TX,Texas,Gaines,32.7215,-102.6504,7648.0
Hempstead,TX,Texas,Waller,30.0975,-96.0795,7236.0
Tomball,TX,Texas,Harris,30.097,-95.6185,11643.0
Bonham,TX,Texas,Fannin,33.588,-96.1901,9990.0
Sugar Land,TX,Texas,Fort Bend,29.5956,-95.6283,88177.0
Leon Valley,TX,Texas,Bexar,29.4954,-98.6141,11314.0
San Elizario,TX,Texas,El Paso,31.5793,-106.2632,9000.0
Port Arthur,TX,Texas,Jefferson,29.8554,-93.9264,157732.0
Marshall,TX,Texas,Harrison,32.537,-94.3515,22014.0
Diboll,TX,Texas,Angelina,31.1881,-94.783,5015.0
Amarillo,TX,Texas,Potter,35.1999,-101.8297,205821.0
Plano,TX,Texas,Collin,33.0502,-96.7487,286057.0
Mesquite,TX,Texas,Dallas,32.7621,-96.5888,143736.0
Prosper,TX,Texas,Collin,33.2394,-96.8088,18379.0
Hitchcock,TX,Texas,Galveston,29.2945,-95.025,7805.0
Plainview,TX,Texas,Hale,34.1908,-101.7234,24257.0
Colorado City,TX,Texas,Mitchell,32.3994,-100.8582,5740.0
Baytown,TX,Texas,Harris,29.7607,-94.9628,75992.0
La Grange,TX,Texas,Fayette,29.9129,-96.8767,5399.0
North Richland Hills,TX,Texas,Tarrant,32.8605,-97.218,69798.0
Eagle Pass,TX,Texas,Maverick,28.7118,-100.4832,54091.0
Giddings,TX,Texas,Lee,30.1833,-96.9289,5268.0
Seabrook,TX,Texas,Harris,29.5751,-95.0236,13656.0
Celina,TX,Texas,Collin,33.3201,-96.7854,8006.0
Bridge City,TX,Texas,Orange,30.0298,-93.8406,8165.0
Cibolo,TX,Texas,Guadalupe,29.5689,-98.2149,27855.0
Gladewater,TX,Texas,Gregg,32.5435,-94.9453,6427.0
Lindale,TX,Texas,Smith,32.4933,-95.4069,12171.0
Balch Springs,TX,Texas,Dallas,32.7194,-96.615,25017.0
Lancaster,TX,Texas,Dallas,32.5922,-96.7737,38867.0
Gatesville,TX,Texas,Coryell,31.444,-97.7333,12147.0
Pearsall,TX,Texas,Frio,28.8885,-99.0988,10410.0
Garland,TX,Texas,Dallas,32.91,-96.6305,234943.0
Gilmer,TX,Texas,Upshur,32.7317,-94.946,5294.0
Robstown,TX,Texas,Nueces,27.7886,-97.6685,12022.0
Stephenville,TX,Texas,Erath,32.2148,-98.2205,20213.0
Wake Village,TX,Texas,Bowie,33.424,-94.1188,5455.0
La Porte,TX,Texas,Harris,29.669,-95.0483,35086.0
Leander,TX,Texas,Williamson,30.5707,-97.8587,42761.0
Nederland,TX,Texas,Jefferson,29.9707,-94.0015,17294.0
Rowlett,TX,Texas,Dallas,32.9165,-96.5494,61999.0
Kennedale,TX,Texas,Tarrant,32.6434,-97.2173,7840.0
Mineral Wells,TX,Texas,Palo Pinto,32.8169,-98.0776,14225.0
Joshua,TX,Texas,Johnson,32.4607,-97.3829,6846.0
Beaumont,TX,Texas,Jefferson,30.0849,-94.1451,147935.0
Buda,TX,Texas,Hays,30.0854,-97.844,15023.0
Crockett,TX,Texas,Houston,31.3177,-95.4564,5924.0
Mount Pleasant,TX,Texas,Titus,33.1613,-94.9717,16715.0
Krum,TX,Texas,Denton,33.2651,-97.2261,5018.0
Richmond,TX,Texas,Fort Bend,29.5817,-95.7605,12092.0
El Paso,TX,Texas,El Paso,31.8478,-106.431,845059.0
Humble,TX,Texas,Harris,29.992,-95.2656,15561.0
Prairie View,TX,Texas,Waller,30.085,-95.9897,6434.0
Denton,TX,Texas,Denton,33.2165,-97.1411,432200.0
Harlingen,TX,Texas,Cameron,26.1914,-97.6977,137119.0
Burkburnett,TX,Texas,Wichita,34.0748,-98.5671,10265.0
Huntsville,TX,Texas,Walker,30.705,-95.5545,39476.0
Bulverde,TX,Texas,Comal,29.7723,-98.4373,5022.0
Silsbee,TX,Texas,Hardin,30.3456,-94.1764,9710.0
Grapevine,TX,Texas,Tarrant,32.9343,-97.0744,51971.0
Forest Hill,TX,Texas,Tarrant,32.662,-97.2664,12947.0
Edinburg,TX,Texas,Hidalgo,26.3183,-98.1622,87650.0
Carrizo Springs,TX,Texas,Dimmit,28.5266,-99.8589,6537.0
Hutchins,TX,Texas,Dallas,32.6421,-96.7093,5639.0
Highland Park,TX,Texas,Dallas,32.8311,-96.8012,9149.0
Littlefield,TX,Texas,Lamb,33.9191,-102.3349,5605.0
Hidalgo,TX,Texas,Hidalgo,26.108,-98.2481,13831.0
Helotes,TX,Texas,Bexar,29.5701,-98.6947,8758.0
Cuero,TX,Texas,DeWitt,29.1006,-97.2865,10090.0
Selma,TX,Texas,Bexar,29.5866,-98.3134,10088.0
Rockwall,TX,Texas,Rockwall,32.9169,-96.4379,43586.0
Midlothian,TX,Texas,Ellis,32.4716,-96.9879,23689.0
Odessa,TX,Texas,Ector,31.8831,-102.3407,149088.0
Heath,TX,Texas,Rockwall,32.8443,-96.4679,8440.0
Sweetwater,TX,Texas,Nolan,32.4693,-100.4092,10105.0
Robinson,TX,Texas,McLennan,31.4501,-97.1202,11493.0
Marble Falls,TX,Texas,Burnet,30.5733,-98.2717,6372.0
Jersey Village,TX,Texas,Harris,29.8903,-95.5721,7892.0
Palestine,TX,Texas,Anderson,31.7544,-95.6471,18914.0
Henderson,TX,Texas,Rusk,32.1576,-94.796,14859.0
Glenn Heights,TX,Texas,Dallas,32.5507,-96.8548,12336.0
Bedford,TX,Texas,Tarrant,32.8464,-97.135,49528.0
Keene,TX,Texas,Johnson,32.3955,-97.3226,6293.0
Bridgeport,TX,Texas,Wise,33.2094,-97.7717,6148.0
Lacy-Lakeview,TX,Texas,McLennan,31.6292,-97.1052,6611.0
Round Rock,TX,Texas,Williamson,30.5253,-97.6659,120892.0
Palmview,TX,Texas,Hidalgo,26.2302,-98.3791,5745.0
Graham,TX,Texas,Young,33.1017,-98.5778,8927.0
Willis,TX,Texas,Montgomery,30.4308,-95.482,6370.0
Bellaire,TX,Texas,Harris,29.7039,-95.4622,18593.0
Dallas,TX,Texas,Dallas,32.7938,-96.7659,5634307.0
Lakeway,TX,Texas,Travis,30.3557,-97.9805,14641.0
Princeton,TX,Texas,Collin,33.184,-96.5079,9405.0
Corinth,TX,Texas,Denton,33.1434,-97.0681,21078.0
Jacinto City,TX,Texas,Harris,29.7663,-95.2411,10696.0
Donna,TX,Texas,Hidalgo,26.1468,-98.0559,16518.0
Roanoke,TX,Texas,Denton,33.015,-97.2267,7804.0
Tyler,TX,Texas,Smith,32.3184,-95.3065,140857.0
Live Oak,TX,Texas,Bexar,29.5545,-98.3404,15749.0
University Park,TX,Texas,Dallas,32.8506,-96.7937,24905.0
Corsicana,TX,Texas,Navarro,32.0823,-96.4676,22805.0
Breckenridge,TX,Texas,Stephens,32.7566,-98.9122,5620.0
Cleburne,TX,Texas,Johnson,32.3585,-97.4172,36185.0
Bee Cave,TX,Texas,Travis,30.3097,-97.9625,6535.0
Seguin,TX,Texas,Guadalupe,29.5892,-97.9656,27415.0
Brady,TX,Texas,McCulloch,31.1324,-99.3711,5256.0
Slaton,TX,Texas,Lubbock,33.4421,-101.6477,5880.0
Alvin,TX,Texas,Brazoria,29.382,-95.2924,26164.0
Red Oak,TX,Texas,Ellis,32.5204,-96.786,12522.0
San Benito,TX,Texas,Cameron,26.1298,-97.644,24476.0
Midland,TX,Texas,Midland,32.0278,-102.1107,142680.0
Carthage,TX,Texas,Panola,32.1526,-94.3368,6469.0
Anthony,TX,Texas,El Paso,31.9876,-106.5933,5584.0
Bryan,TX,Texas,Brazos,30.6661,-96.367,83260.0
Terrell,TX,Texas,Kaufman,32.7309,-96.2884,16252.0
Austin,TX,Texas,Travis,30.3038,-97.7545,1633847.0
Wylie,TX,Texas,Collin,33.0353,-96.517,47701.0
Texas City,TX,Texas,Galveston,29.4127,-94.9658,113847.0
Hewitt,TX,Texas,McLennan,31.452,-97.1962,14322.0
Manor,TX,Texas,Travis,30.3548,-97.5302,8895.0
Universal City,TX,Texas,Bexar,29.5521,-98.3074,20359.0
Los Fresnos,TX,Texas,Cameron,26.0741,-97.4801,6651.0
Andrews,TX,Texas,Andrews,32.3211,-102.5522,15113.0
Mont Belvieu,TX,Texas,Chambers,29.8522,-94.8789,5584.0
Edna,TX,Texas,Jackson,28.9757,-96.6483,5684.0
Progreso,TX,Texas,Hidalgo,26.0962,-97.9566,5923.0
Beeville,TX,Texas,Bee,28.4059,-97.7494,18714.0
Cedar Park,TX,Texas,Williamson,30.5133,-97.818,68918.0
Schertz,TX,Texas,Guadalupe,29.5652,-98.2541,39453.0
Kerrville,TX,Texas,Kerr,30.0398,-99.1317,30210.0
Sachse,TX,Texas,Dallas,32.9727,-96.5792,25039.0
Sealy,TX,Texas,Austin,29.7684,-96.1615,5997.0
Kermit,TX,Texas,Winkler,31.854,-103.0924,6465.0
Bastrop,TX,Texas,Bastrop,30.1112,-97.3159,15781.0
River Oaks,TX,Texas,Tarrant,32.7767,-97.3984,7740.0
Sullivan City,TX,Texas,Hidalgo,26.2752,-98.5644,5966.0
Everman,TX,Texas,Tarrant,32.6296,-97.2828,6374.0
Lago Vista,TX,Texas,Travis,30.4521,-97.991,5792.0
Seagoville,TX,Texas,Dallas,32.653,-96.5455,16093.0
Whitehouse,TX,Texas,Smith,32.2228,-95.2222,8269.0
Weslaco,TX,Texas,Hidalgo,26.1669,-97.9859,40033.0
Monahans,TX,Texas,Ward,31.6291,-103.0414,8442.0
White Settlement,TX,Texas,Tarrant,32.7554,-97.4605,17204.0
Missouri City,TX,Texas,Fort Bend,29.5634,-95.5377,74561.0
Stafford,TX,Texas,Fort Bend,29.6272,-95.5654,18422.0
Gonzales,TX,Texas,Gonzales,29.5126,-97.4472,7279.0
Conroe,TX,Texas,Montgomery,30.3174,-95.4705,82286.0
La Marque,TX,Texas,Galveston,29.369,-94.9957,16457.0
Katy,TX,Texas,Harris,29.7911,-95.8268,17116.0
Borger,TX,Texas,Hutchinson,35.6598,-101.4012,13179.0
Liberty,TX,Texas,Liberty,30.049,-94.7903,6338.0
Aransas Pass,TX,Texas,San Patricio,27.8881,-97.1128,8393.0
Alpine,TX,Texas,Brewster,30.364,-103.6651,6097.0
Raymondville,TX,Texas,Willacy,26.4759,-97.7769,14339.0
Brownfield,TX,Texas,Terry,33.1757,-102.273,9649.0
Sulphur Springs,TX,Texas,Hopkins,33.1421,-95.6124,14850.0
Lufkin,TX,Texas,Angelina,31.3206,-94.729,46325.0
Dickinson,TX,Texas,Galveston,29.454,-95.0587,20074.0
Flower Mound,TX,Texas,Denton,33.0344,-97.1147,73547.0
Brownwood,TX,Texas,Brown,31.7124,-98.9765,22551.0
Horizon City,TX,Texas,El Paso,31.6799,-106.1903,19266.0
Abilene,TX,Texas,Taylor,32.4543,-99.7384,115285.0
Alton,TX,Texas,Hidalgo,26.2887,-98.3105,16895.0
Mercedes,TX,Texas,Hidalgo,26.1533,-97.9128,16624.0
Paris,TX,Texas,Lamar,33.6685,-95.5445,26175.0
Denison,TX,Texas,Grayson,33.757,-96.5661,23654.0
The Colony,TX,Texas,Denton,33.0926,-96.8977,42408.0
Saginaw,TX,Texas,Tarrant,32.8649,-97.3649,22526.0
Lockhart,TX,Texas,Caldwell,29.8785,-97.6831,13142.0
Fredericksburg,TX,Texas,Gillespie,30.2669,-98.8759,12442.0
Benbrook,TX,Texas,Tarrant,32.6767,-97.4629,22948.0
Santa Fe,TX,Texas,Galveston,29.3891,-95.1005,13205.0
Rockdale,TX,Texas,Milam,30.6544,-97.009,5490.0
Port Neches,TX,Texas,Jefferson,29.9765,-93.9459,12809.0
Temple,TX,Texas,Bell,31.1077,-97.3899,100641.0
Mansfield,TX,Texas,Tarrant,32.5692,-97.1208,65631.0
League City,TX,Texas,Galveston,29.4873,-95.109,102010.0
West Columbia,TX,Texas,Brazoria,29.1418,-95.6488,5012.0
Center,TX,Texas,Shelby,31.795,-94.179,5443.0
South Houston,TX,Texas,Harris,29.6611,-95.2285,17463.0
Richardson,TX,Texas,Dallas,32.9717,-96.7092,113347.0
Ennis,TX,Texas,Ellis,32.3255,-96.6369,18956.0
Granite Shoals,TX,Texas,Burnet,30.5895,-98.3778,5808.0
Luling,TX,Texas,Caldwell,29.6817,-97.6466,5843.0
Clute,TX,Texas,Brazoria,29.0273,-95.3972,11586.0
Navasota,TX,Texas,Grimes,30.3869,-96.0895,8845.0
Groves,TX,Texas,Jefferson,29.9457,-93.9164,15758.0
Houston,TX,Texas,Harris,29.7871,-95.3936,5424720.0
Windcrest,TX,Texas,Bexar,29.5148,-98.3819,5858.0
Elsa,TX,Texas,Hidalgo,26.2979,-97.9937,6624.0
Dalhart,TX,Texas,Dallam,36.0579,-102.5123,8083.0
College Station,TX,Texas,Brazos,30.5857,-96.296,204710.0
Grand Prairie,TX,Texas,Dallas,32.6869,-97.0209,190682.0
Victoria,TX,Texas,Victoria,28.8284,-96.9848,68845.0
Socorro,TX,Texas,El Paso,31.6385,-106.26,33277.0
Burleson,TX,Texas,Johnson,32.52,-97.3341,45016.0
Big Spring,TX,Texas,Howard,32.2387,-101.4802,29267.0
Colleyville,TX,Texas,Tarrant,32.8913,-97.1486,26152.0
Jasper,TX,Texas,Jasper,30.9221,-93.9947,7860.0
Gainesville,TX,Texas,Cooke,33.6391,-97.1488,16058.0
Killeen,TX,Texas,Bell,31.0758,-97.7286,243947.0
Lake Dallas,TX,Texas,Denton,33.1277,-97.0234,7881.0
Kilgore,TX,Texas,Gregg,32.3979,-94.8603,18246.0
Brownsville,TX,Texas,Cameron,25.9981,-97.4566,228534.0
Aledo,TX,Texas,Parker,32.6973,-97.607,6722.0
Greenville,TX,Texas,Hunt,33.1115,-96.1094,24753.0
Dayton,TX,Texas,Liberty,30.0358,-94.9024,12895.0
Pearland,TX,Texas,Brazoria,29.5585,-95.3201,113570.0
Fair Oaks Ranch,TX,Texas,Bexar,29.7454,-98.6396,8645.0
San Antonio,TX,Texas,Bexar,29.4722,-98.5247,1976787.0
Fort Stockton,TX,Texas,Pecos,30.8926,-102.8847,9601.0
Iowa Park,TX,Texas,Wichita,33.9623,-98.6819,6292.0
Copperas Cove,TX,Texas,Coryell,31.118,-97.9135,32808.0
Fate,TX,Texas,Rockwall,32.9401,-96.3864,10703.0
Converse,TX,Texas,Bexar,29.513,-98.3079,22702.0
Hutto,TX,Texas,Williamson,30.5375,-97.5515,23832.0
Richland Hills,TX,Texas,Tarrant,32.8095,-97.2273,8121.0
Jacksonville,TX,Texas,Cherokee,31.9642,-95.2617,14418.0
Jennings,LA,Louisiana,Jefferson Davis,30.2233,-92.6582,9617.0
Breaux Bridge,LA,Louisiana,St. Martin,30.2829,-91.9044,19072.0
Opelousas,LA,Louisiana,St. Landry,30.5279,-92.0851,25390.0
Denham Springs,LA,Louisiana,Livingston,30.4743,-90.9594,10335.0
Oakdale,LA,Louisiana,Allen,30.8157,-92.6542,7801.0
Westwego,LA,Louisiana,Jefferson,29.9058,-90.1434,8533.0
Zachary,LA,Louisiana,East Baton Rouge,30.6654,-91.1607,16760.0
Crowley,LA,Louisiana,Acadia,30.2174,-92.3752,14678.0
Sulphur,LA,Louisiana,Calcasieu,30.2304,-93.3556,20272.0
Youngsville,LA,Louisiana,Lafayette,30.096,-91.9961,12709.0
